,measurement,timestamp_pulse_id,imageid,separation_um,pixis_profile_avg_width,crop_px,shiftx_um,shiftx_um_range_0,shiftx_um_range_1,shiftx_um_do_fit,wavelength_nm,wavelength_nm_range_0,wavelength_nm_range_1,wavelength_nm_do_fit,z_mm,z_mm_range_0,z_mm_range_1,z_mm_do_fit,d_um,d_um_range_0,d_um_range_1,d_um_do_fit,gamma,gamma_range_0,gamma_range_1,gamma_do_fit,w1_um,w1_um_range_0,w1_um_range_1,w1_um_do_fit,w2_um,w2_um_range_0,w2_um_range_1,w2_um_do_fit,I_Airy1,I_Airy1_range_0,I_Airy1_range_1,I_Airy1_do_fit,I_Airy2,I_Airy2_range_0,I_Airy2_range_1,I_Airy2_do_fit,x1_um,x1_um_range_0,x1_um_range_1,x1_um_do_fit,x2_um,x2_um_range_0,x2_um_range_1,x2_um_do_fit,normfactor,normfactor_range_0,normfactor_range_1,normfactor_do_fit,mod_sigma_um,mod_sigma_um_range_0,mod_sigma_um_range_1,mod_sigma_um_do_fit,mod_shiftx_um,mod_shiftx_um_range_0,mod_shiftx_um_range_1,mod_shiftx_um_do_fit,shiftx_um_fit,wavelength_nm_fit,z_mm_fit,d_um_fit,d_um_at_detector,gamma_fit,w1_um_fit,w2_um_fit,I_Airy1_fit,I_Airy2_fit,x1_um_fit,x2_um_fit,chi2distance_fitting,mod_sigma_um_fit,mod_shiftx_um_fit,gamma_fit_v2,xi_um_fit_v2,xi_um_fit
803,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628537,10,707.0,200.0,,468.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,460.74867527212086,13.43948229263522,,,8276.241437757146,0.5603881749861426,8.430862964904914,8.000009282211366,1.0,0.5879310606596537,-4534.99999967764,3741.241438079506,0.2608703233223299,3715.032532921256,2661.9731888173974,0.4335097116238733,546.8176949992032,656.928414741865
804,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630817,53,707.0,200.0,,247.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,239.75000678840115,13.417844503658344,,,7141.972299606374,0.7909369400187476,10.09465762669281,10.955854409337276,1.0,0.6131764288046953,-3575.7334696035355,3566.238830002838,0.2428703505516534,9958.014281242746,9999.990479495376,0.4777053119348052,581.637455041921,1032.2828199869798
805,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630917,58,707.0,200.0,,897.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,898.6305429164058,13.430638237835192,,,7585.677661327663,0.7520814837331934,9.794817705328542,10.926449329695906,1.0,0.6095682699821263,-4511.868966970534,3073.80869435713,0.2312629449305186,10757.165328114406,9999.997495516738,0.4882144660534999,590.3977445478904,936.591276903977
806,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629037,21,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,14.55041540563866,13.451641198957358,,,7779.271379037042,0.4276296179592109,8.600955876055014,11.570317341698482,1.0,0.2000000005662898,-3248.7785146241467,4530.492864412895,0.1392090237802665,2774.552622216786,1496.8934755824484,0.3697115008915855,501.1708762131528,542.4044917583425
807,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630877,56,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,12.364709610817728,13.4339631000308,,,7498.949553984628,0.5619128207642534,10.108788473186468,11.094675114678932,1.0,0.6751623063624765,-3538.627044254041,3960.322509730587,0.4083798861147029,12110.594117172725,9728.138605281496,0.4069625953260081,527.2497196809185,658.474867360901
808,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630517,50,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-3.876601263995326,13.464157620748356,,,7302.771167495748,0.5055517799923253,10.33807117220346,11.87504530534347,1.0,0.5855161973452849,-3274.500540882109,4028.27062661364,0.2447778926482904,8263.549898729783,5689.533917648823,0.3988668658271134,521.4546147285743,605.3114082863032
809,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630977,60,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,27.863066824806992,13.445864648681088,,,7416.223502008681,0.350396242771875,9.03151116394964,12.568705165961982,1.0,0.2000000000781419,-3039.245054647662,4376.978447361019,0.1228991642370839,3076.854638463776,2169.427836241546,0.2732797303372287,438.92569990193465,488.1808278584037
810,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630897,57,707.0,200.0,,897.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,885.2639888294543,13.469035804650586,,,8336.502455912901,0.4156010405825902,8.266772490797933,11.371485911480413,1.0,0.2027164341869535,-4534.99997924798,3801.50247666492,0.1626754279312033,3671.740660286065,1524.744773465607,0.3812682982248183,509.10709738514055,533.5189605011807
811,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629437,26,707.0,200.0,,1118.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,1114.5268491563552,13.437982260372324,,,7456.977750396239,0.4624353882321149,9.97825602789896,11.485581975245076,1.0,0.4722006652523919,-4534.999992519434,2921.9777578768044,0.2370104644996657,5607.234632415747,3829.947011843493,0.3662211121933593,498.7989781620377,569.2555436667897
812,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630057,40,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,29.148572616839147,13.422430719453338,,,7552.487876463743,0.4851171158900206,9.630748056582036,11.466107039674757,1.0,0.4542253568937061,-3478.213551601637,4074.274324862107,0.2266576649919946,5679.518676902708,4861.192232079215,0.336330409624733,478.9152477925691,587.7947297837144
813,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628257,8,707.0,200.0,,559.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,555.7013909483439,13.442210886953,,,7364.599206745213,0.4240314577492706,10.09773693761935,11.710157279994808,1.0,0.4241259237390682,-3885.4010583176,3479.198148427613,0.284148336174393,4043.6259149145135,2880.871507419557,0.3289865493233991,474.1361950665184,539.7268524504484
814,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630417,46,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,-1.4821264668630647,13.457276798602638,,,7079.65782162272,0.3962384403262504,10.078960569510093,13.198537899855836,1.0,0.2773297568805578,-2912.80486163184,4166.85295999088,0.1770999435347677,3980.687740668595,2023.478167833668,0.3482148340634236,486.733716665144,519.5891888169219
815,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629977,37,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,24.045520364364165,13.451050099462442,,,7127.201323994996,0.4627145272150303,10.037449824181952,12.155921855406431,1.0,0.3691023357450576,-3128.8491968073067,3998.352127187689,0.1602578882806085,4509.084785545067,3407.0192773017025,0.3478085497672227,486.4646180634858,569.4783750262785
816,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628997,20,707.0,200.0,,676.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,671.2108998040276,13.439742341394671,,,7814.272663478495,0.4945687190302431,9.414523619167111,10.666709728913627,1.0,0.4963397798442803,-4390.915654649934,3423.3570088285605,0.2291602659120791,3919.462265700763,3025.831491351488,0.3671214808406179,499.40974945423216,595.7948595295794
817,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629577,33,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,18.24457617874509,13.50583572478316,,,7212.419400607634,0.4820721068775226,9.455809207901272,12.559778719346795,1.0,0.2000000000036891,-2817.192931200564,4395.22646940707,0.406725375583821,2164.9160976109065,2190.824350049857,0.2888925355755948,448.6379281546165,585.2530387027448
818,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630857,55,707.0,200.0,,1352.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,1342.4808693741525,13.451731125797703,,,7352.2792262267485,0.3811807165174161,9.230701802853927,12.589266241462312,1.0,0.2000000081845365,-4338.381623724978,3013.8976025017696,0.1477554874532169,3225.1646132991573,2371.435388102107,0.2908905144996365,449.8882413011667,509.0464595583284
819,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629537,31,707.0,200.0,,468.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,467.1334421777308,13.47515880460062,,,7973.368600163189,0.4586167129999212,8.683639578881005,10.933438613975198,1.0,0.2000000006965865,-3775.261678271067,4198.106921892121,0.1403955106198138,2624.0315481165107,1849.697280494147,0.3577262834911612,493.0722618637702,566.219841504892
820,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628977,19,707.0,200.0,,897.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,890.8619157320004,13.451224746680786,,,7325.15438293726,0.5805445519524272,9.915697421998235,11.685290898804254,1.0,0.4185143151254056,-4161.039237886327,3164.115145050933,0.1364718027261124,4617.245196226123,3282.559001552483,0.4509031625321507,560.1583256958058,677.9369628039694
821,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628577,12,707.0,200.0,,676.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,665.1415589541998,13.43784795401834,,,7531.135788611495,0.5685147648388835,9.96043431489642,11.243587195457373,1.0,0.5328016780018913,-4175.601005677903,3355.534782933591,0.3166923781778805,5851.920296849958,4826.803156586931,0.4045843043911957,525.5394064266643,665.2498073568007
822,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628077,0,707.0,200.0,,1222.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,1215.4211495221098,13.461024017043536,,,7008.897937659892,0.5052088521405548,9.623600759913357,13.096785893527356,1.0,0.2110915178809209,-3996.743355228791,3012.154582431101,0.2226647901533318,3524.7958820260365,1915.341729020809,0.4358661148124303,548.599584421574,605.0105525302087
823,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629897,34,707.0,200.0,,1105.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,1099.9386366602291,13.428565777511196,,,7483.96692226618,0.5973298504960595,9.862225962892238,11.0284759545879,1.0,0.5400611612773445,-4534.99999575829,2948.96692650789,0.2156867774519953,6034.581446940706,2896.9807678748766,0.5323169663409056,629.5877989400761,696.4345795450571
824,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629557,32,707.0,200.0,,117.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,113.65698206491676,13.481272022127769,,,7393.468606806155,0.5884371797661762,10.133588132671008,11.966496952198028,1.0,0.4071982521933469,-3444.9601999785227,3948.508406827632,0.3421558372794853,9439.241907499978,9999.99992090449,0.3357270471057298,478.521151021375,686.5144802115364
825,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629477,28,707.0,200.0,,1014.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,1005.7781130657075,13.448187057457597,,,7385.119989127108,0.6161465261654827,10.16827358273116,11.327931776194504,1.0,0.5507420737270268,-4428.242067478352,2956.8779216487565,0.3283202142853247,10093.82347956219,9999.975264741315,0.3771862767102811,506.2890330076156,718.3902333101133
826,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628217,6,707.0,200.0,,559.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,559.6205013294325,13.46467633231245,,,7216.504898473013,0.4222036733111959,9.732211808665271,12.785266303136511,1.0,0.2163710037669429,-3537.1725601583603,3679.332338314653,0.186956136869313,3565.023790427485,2315.004303160229,0.3419449999296226,482.59545904610064,538.3731862150977
827,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630437,47,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,25.12715755248064,13.451711997955472,,,7500.08975547935,0.5553761582765175,9.729240424101336,10.94947263707898,1.0,0.4476792826145485,-3502.86217114698,3997.2275843323705,0.162577912241319,4327.218160076744,3460.79888183746,0.4033586010762989,524.6605426326538,651.8914271137177
828,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545628657,15,707.0,200.0,,0.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,12.200336908164672,13.483423857093944,,,7315.523974680514,0.4953288507743065,9.675251621715526,12.765728365322516,1.0,0.2000000069696009,-3113.92068020661,4201.603294473904,0.6559901273708781,2039.0546202425005,3123.2508786634226,0.1532615927130992,365.0339474396504,596.4457251368574
829,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545629937,35,707.0,200.0,,351.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,354.9894294188125,13.437352457031176,,,7367.391653923311,0.5874483133907913,9.99219234064758,11.225216702653402,1.0,0.4951011966654273,-3797.35387751681,3570.037776406501,0.3572819412447002,4578.575944337024,3538.804091344682,0.4357624348118328,548.521019652812,685.4283513338208
830,2017-11-24T2020 13.5nm 68uJ 7Und. KOAS=1.5mm 0707um (1b) ap5=7.0 ap7=50.0 2017-11-24T1309 13.5nm 68uJ 7Und. KOAS=PMMA (bg1ab),1545630337,42,707.0,200.0,,910.0,-1500.0,1500.0,True,13.5,13.4,13.6,True,5781.0,5770.0,5790.0,False,707.0,50.0,1337.0,False,0.8,0.01,1.0,True,11.0,8.0,15.0,True,11.0,8.0,15.0,True,1.0,0.2,1.5,False,0.8,0.2,5.5,True,-3535.0,-4535.0,0.0,True,3535.0,0.0,4535.0,True,1.0,0.1,1.5,False,3000.0,1500.0,100000.0,True,3000.0,-10000.0,10000.0,True,907.7773155672812,13.446785661222874,,,7477.007453988834,0.5259295935375726,9.934118249037295,11.223071072366256,1.0,0.5268538384244669,-4431.236234294361,3045.7712196944726,0.1586545523119939,5298.128234670714,3724.523292912965,0.4107853954814152,530.012899532765,623.6459909003355
