,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,sigma_F_gamma_um_opt_v2,xi_x_um_v2,xi_y_um_v2,chi2distance_deconvmethod_2d_v2
1867,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989638,18,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,286.61571468575977,663.1340266668167,9944.797438120046
1868,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989178,9,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,271.3068642341481,663.134026666299,6010.896740731797
1869,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989118,7,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,110.7663781037083,663.1340266660759,12488.537410187211
1870,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989238,11,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,173.63341879445412,485.8755536223993,14661.0125793908
1871,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988778,4,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,218.02810140809223,437.72620198252935,12610.567290073042
1872,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989598,16,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,184.37609495726585,698.8655407010654,10665.293529745231
1873,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988738,2,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,176.4732861298501,663.1340266664091,10719.996163176053
1874,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989318,14,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,256.654696864358,698.865540699135,10437.59105572755
1875,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990083,28,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,315.87156269488287,578.6538228583123,9731.014284105117
1876,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990138,30,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,259.7063154824344,698.8655407000058,10357.300710683434
1877,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989158,8,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,161.97712686484144,578.6538228580733,6052.572532760425
1878,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989298,13,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,196.82813363511843,805.2419044149979,7749.111754185136
1879,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990178,31,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,194.1798420013241,437.7262019825295,8903.772048402661
1880,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990198,32,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,224.03754105042,437.7262019825294,5474.612456521921
1881,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988718,1,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,239.74978910508665,698.8655407006154,5604.488557008714
1882,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989738,22,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,213.59173193975928,578.6538228582311,7462.181993828877
1883,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990038,25,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,217.5538510426977,437.7262019825294,4046.513266722789
1884,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989758,23,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,235.470119017537,437.7262019825295,6250.182496183217
1885,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988698,0,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,230.12965060927544,578.6538228581672,8654.525075774727
1886,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547990218,33,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,243.75891792583045,437.7262019825293,4518.479423515254
1887,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988798,5,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,199.66919564253143,437.7262019825294,7687.111698498807
1888,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989198,10,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,182.0873953041148,663.1340266664097,11565.638595916223
1889,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547989258,12,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,228.2083781488689,485.875553622398,7144.4728556615455
1890,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3d) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547988838,6,1047.0,1.0,,200.0,50.0,800.0,1.2,5.0,,164.16733877859463,663.1340266663988,42857.07390711601
1891,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0107um (2a#1) ap5=7.0 ap7=50.0.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549521349,26,107.0,1.0,,200.0,50.0,800.0,1.2,5.0,,360.8755739435159,1040.057808439666,370.2820515045845
1892,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574653,46,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,564.1737926815281,472.1351476072594,172.04413964683914
1893,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572893,6,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,530.36710285896,600.7220663937288,267.615811131707
1894,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572873,5,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,572.814550370484,985.389397546444,94.65603291687351
1895,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574593,43,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,577.9169206285075,705.9349190081055,69.34290212840205
1896,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572913,7,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,561.808500023704,870.8613613810762,98.11322793368248
1897,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574253,38,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,531.3351583683778,985.3893975463556,447.1186711444453
1898,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573293,14,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,519.9979437800872,779.7961553503318,790.6863031996531
1899,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574773,52,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,484.7224644137558,1036.408771556372,132.16476502656008
1900,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573833,29,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,575.1196962119362,555.9123814761048,120.5748671788648
1901,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574153,33,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,530.0883697373072,1036.4087715561984,180.2671855347785
1902,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574713,49,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,526.5645690464173,676.3651648208014,196.70599343823324
1903,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573353,17,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,608.7423403109701,738.9195126923914,224.5915593583764
1904,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573773,26,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,528.5687602151373,653.3889021982807,243.7311545853526
1905,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573413,20,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,536.2423603966193,779.7961553503308,312.59426641975296
1906,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574233,37,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,545.5100617902345,1036.4087715566295,445.0506334384023
1907,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573673,21,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,470.75647851837545,1193.4407050976292,657.8902251150554
1908,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573853,30,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,549.2422489368752,985.389397546276,176.70381738410327
1909,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572833,3,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,536.77514737572,870.8613613811119,61.30665351205354
1910,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573393,19,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,565.1351019348081,779.7961553503329,110.77866497026623
1911,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573713,23,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,581.6978804671554,870.8613613810921,328.16768615374474
1912,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573273,13,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,535.2159882373973,779.7961553503316,184.16680545817024
1913,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572933,8,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,545.70623090364,779.7961553503334,183.6077281663527
1914,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573793,27,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,503.31022571455424,870.8613613810905,276.58667689041584
1915,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574633,45,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,409.0247768137791,1036.4087715566238,423.2713768467236
1916,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573873,31,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,521.2142178155843,1036.4087715565283,119.07697426613412
1917,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573753,25,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,551.5491303672536,456.8230639176823,370.77811160278856
1918,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573233,11,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,567.0036573272499,1036.4087715567784,461.6470224543241
1919,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574753,51,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,545.7704196222772,504.0687631869082,203.42045773380747
1920,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573813,28,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,521.901864312573,504.0687631869079,652.9273633119237
1921,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574793,53,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,577.3939027761031,1036.4087715565588,610.0069080387807
1922,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572953,9,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,535.5743302133358,1193.4407051030669,270.4416157117727
1923,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572793,1,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,534.7030293629837,779.7961553503311,406.53416362832365
1924,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574673,47,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,549.1499229771416,870.8613613811,265.46062383722415
1925,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574293,40,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,528.4443483770119,779.7961553503321,217.05761550590705
1926,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574313,41,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,565.6987687418211,754.9332960818689,157.2904368357286
1927,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572853,4,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,588.8906008613492,1036.4087715567844,237.54448655681523
1928,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573373,18,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,532.8021034731466,748.3307008973293,584.3245243940373
1929,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574173,34,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,555.292173798906,705.9349190081056,479.7895292848023
1930,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549573693,22,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,597.6509923677969,762.9150424467234,407.9340797327859
1931,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574193,35,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,512.8692719381199,870.8613613811006,229.5084128648941
1932,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572773,0,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,539.0792601543033,870.8613613811007,268.6265943755889
1933,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574613,44,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,525.8045425771219,555.9123814761047,334.8829962343869
1934,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549572973,10,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,565.121909555748,743.2335074147518,219.83877261882844
1935,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0322um (4a#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549574733,50,322.0,1.0,,200.0,50.0,800.0,1.2,5.0,,544.9390176809025,870.8613613811192,183.4211734320049
1936,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540393,7,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,933.9045486006996,600.7220663937289,1986.5004448042
1937,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541273,27,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,912.8536274494188,985.389397546107,2109.1989016845505
1938,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541193,23,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,920.981721022171,870.861361381096,875.2676301751941
1939,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540753,13,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,920.2928965975852,681.7334253978588,1446.3626229631177
1940,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541313,29,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1008.8616387526952,692.2903272042233,957.336719343025
1941,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549541793,41,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,887.9983598695476,870.8613613810905,1185.9948748702402
1942,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542193,49,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,1015.9341317219416,720.5592809501231,1793.5915691485054
1943,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540893,20,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,986.6779192984754,600.7220663937292,1474.7455920170612
1944,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540413,8,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,967.6510275965456,431.9076577588702,1392.1048301975145
1945,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549540313,3,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,869.0740801761497,1036.4087715565324,1510.228753112368
1946,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1b#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549542173,48,707.0,1.0,,200.0,50.0,800.0,1.2,5.0,,989.1223092009268,679.4377735852491,866.4820866981988
