,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,chi2distance_deconvmethod_2d_v3,xi_x_um_v3,xi_y_um_v3
2263,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1d#0) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549533517,47,707.0,,26.8,200.0,50.0,800.0,1.2,5.0,292.9556147079604,713.6694572141436,1577.9074217332957
2264,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0707um (1d#0) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm (bg1cd) ap5=7.0 ap7=50.0,1549533357,39,707.0,,26.8,200.0,50.0,800.0,1.2,5.0,1149.578183190181,769.4181185759378,1542.6077514869053
2265,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527324,3,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,3758.512969321695,441.1283709075881,1577.9074217466111
2266,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527724,11,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1041.3858971404525,487.9418353750556,1577.9074217332957
2267,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527904,20,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,774.7343280259953,575.4932046467464,1193.4407045197756
2268,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529104,44,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1290.800368718118,513.7459133615997,1577.9074217659577
2269,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527344,4,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1012.3037005778102,566.8785107482295,1577.9074217802824
2270,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527404,7,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,4602.003203866235,483.849602201343,1577.9074217466111
2271,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527364,5,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,43722.51143877671,5.081981157883288,685.3692121001238
2272,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527704,10,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1792.4354856847588,487.4089857504909,1577.907421776721
2273,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527444,9,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,544.0542662425969,592.2004706559625,1577.9074217873006
2274,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527804,15,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,2246.091151767625,447.3232117816874,985.389397506186
2275,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528624,32,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,991.9089663390484,597.6532233278651,1577.9074217466111
2276,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528824,42,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,3128.4991952072583,544.6053046848425,1455.59854264652
2277,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527264,0,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,,,
2278,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528744,38,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,234.84104311312527,580.9128447516701,1546.8155854922666
2279,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529264,52,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,273.5565102483407,659.4179830269796,1577.9074217802824
2280,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528184,22,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,794.5631674349984,615.364949904711,1577.9074217466111
2281,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529084,43,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,497.4628491137988,607.5770313247591,1577.9074218011665
2282,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528644,33,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,267.9022383807187,667.0411650580654,1577.907421748214
2283,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527424,8,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,245.96601996025203,601.2702362141878,1577.907421748214
2284,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527784,14,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,269.3669920178609,546.1653186936377,1588.8443426425536
2285,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528704,36,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,927.0572507764034,685.3878301432549,1577.907421765021
2286,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528724,37,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1922.8938484492744,563.5291642054493,1577.9074218077126
2287,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528664,34,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,234.2170612582381,660.8929473253693,1532.2527603097503
2288,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528224,24,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,306.61158447379904,624.4698620169786,1577.907421748214
2289,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529244,51,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,851.4670019685436,648.0365539141661,1532.252760314987
2290,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527384,6,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1019.2769583211624,606.6183879799485,1542.6077514594378
2291,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528204,23,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,513.2233410722334,555.1198032556886,1577.907421748214
2292,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527824,16,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1826.2628129137893,574.6505270681629,985.389397506336
2293,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528304,28,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,181.18977305035853,716.0729942720587,1577.907421765021
2294,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528764,39,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,168.3070961543346,585.8220026179353,1373.8138802785231
2295,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529144,46,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,679.5038742101126,633.2265065775716,1577.907421770187
2296,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527304,2,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,724.0272663127189,583.5154802792767,1542.6077514624744
2297,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528784,40,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,416.46893339668014,644.7237151952826,1193.4407045210276
2298,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529224,50,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,930.9264354930284,669.9956987723264,1577.9074217779555
2299,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528264,26,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,993.2941488760264,692.6512745455934,1542.6077514769474
2300,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528364,31,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,684.7562261821572,769.1403421211058,1577.9074217779555
2301,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528344,30,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,946.9361859797416,628.8633532188724,1532.2527603100275
2302,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529164,47,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,742.8618261952569,519.3185669574472,985.3893975063036
2303,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528684,35,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,894.9842610401944,645.5478833001155,1036.408771528692
2304,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529184,48,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,2642.6719420237505,582.7224490970763,1542.6077514660258
2305,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529284,53,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,584.1618397426121,736.0213565628796,1577.9074217779555
2306,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528804,41,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1153.8846290827237,545.0805560049384,1193.4407045217697
2307,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549528244,25,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,123.33127334877484,682.1365639256709,1542.6077514844528
2308,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527284,1,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,753.5550488467843,628.646203411086,1577.907421776721
2309,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527884,19,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,343.72813055523113,669.4801304601792,1577.9074217873006
2310,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527744,12,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,240.58479999345752,578.2429507145885,1577.9074218011665
2311,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527764,13,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,91.27684451895816,689.014191238009,1542.6077514660258
2312,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549527864,18,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,1227.4237462815788,575.2733101122304,1577.9074217332957
2313,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 0890um (2d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg2ab#1) ap5=7.0 ap7=3.0,1549529124,45,890.0,,26.8,200.0,50.0,800.0,1.2,5.0,683.4480017706696,758.83985601168,1577.907421748214
2314,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562948,22,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,1252.383102408328,556.5023387219799,1532.2527685976172
2315,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562188,8,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,4000.783892435768,416.8726434981268,1577.907434071106
2316,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563068,28,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,357.1229520527117,515.2104960410899,1577.907434071106
2317,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562988,24,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,,,
2318,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562228,10,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,670.746526285341,517.1933175991054,1542.607760557987
2319,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562208,9,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,734.2481557007355,591.9559147678444,1577.9074341152025
2320,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563488,37,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,777.9583287559316,563.5781183150045,1577.90743409377
2321,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563988,50,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,629.8144413665891,536.4841000608959,1577.907434071106
2322,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562088,3,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,693.4569533078998,499.93743821754646,1542.607760532577
2323,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563828,42,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,2543.2083138666467,445.18515845803006,1577.9074340625702
2324,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563408,33,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,137.5128221312726,604.4979658135696,1577.9074341092437
2325,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563848,43,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,583.7734285896094,583.5151308526875,779.7961552920952
2326,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562108,4,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,959.8226921572532,486.5410160146628,1577.9074340917357
2327,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563108,30,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,559.6699146750212,687.1615796283131,779.7961552920957
2328,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562668,20,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,866.0163422286745,554.8479504974324,1577.9074340625702
2329,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562548,14,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,1367.7106545940478,642.7897069113548,1577.907434071106
2330,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562568,15,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,1566.9300770555087,539.1333797059066,1542.6077605813011
2331,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563388,32,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,110.4374187960934,609.0744341388023,1532.252768588277
2332,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562128,5,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,149.66654702042564,700.6850225626524,1577.9074341117753
2333,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562928,21,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,136.98953062073275,763.4639025459367,1577.9074341046642
2334,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563448,35,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,323.6835929468573,633.6644477514765,1577.9074341117753
2335,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562528,13,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,434.9167660297308,784.7151931291237,870.8613613096793
2336,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549563088,29,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,70.3198468221634,809.4490557735162,1542.6077605221676
2337,2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=1.5mm 1047um (3d#1) ap5=7.0 ap7=50.0 2017-11-29T1007 13.5nm 111uJ 12Und. KOAS=PMMA (bg3ab) ap5=7.0 ap7=3.0,1549562048,1,1047.0,,26.8,200.0,50.0,800.0,1.2,5.0,328.40968027455864,655.1335939410201,1577.9074341117753
